filename,time,cer_raw,cer_refined,raw_text,final_text,ground_truth
if4908_103012400180_nomor2.jpg,1642.50914311409,0.31221719457013575,0.2850678733031674,"Kamus
program Cake
n
.integer
diameter.T : (nteger
tebal, Hingg
Integer
Integer
hasil
.real
Rigor'mo
inpur( diameter.T, tebal, tinggi)
for i 1 to n do
dlameter-7∠
tebal 
tinggy-
hasil4
endfor
 Onfut (hasIL)
endprogran","Kamus  
program Cake  
n  
integer  
diameter.T : integer  
tebal, tinggi : integer  
hasil : real  
Rigor'mo  
input( diameter.T, tebal, tinggi)  
for i 1 to n do  
    diameter:=7∠  
    tebal :=tinggy-  
    hasil:=4  
endfor  
output (hasIL)  
endprogram","program cake
kamus
    n : integer
    diameter_T : integer
    tebal, tinggi : integer
    i : integer
    hasil : real
algoritma
    input(n, diameter_T, tebal, tinggi)
    for i : 1 to n do
        diameter_T
        tebal :
        tinggi :
        hasil : 
    endfor
output(hasil)"
if4908_103012400221_nomor2.jpg,43.049964904785156,0.392,0.136,"Kamus
n d,t : ef real
luas : real
Algorituna
input(n,d,t)
Luas = 23.19 *d*(d+t)
Output (Luas)","program abc
kamus
    n, d, t : ef real
    luas : real
algoritma
    input(n, d, t)
    luas = 23.19 * d * (d + t)
output(luas)
endprogram","program cake
kamus
    n, d, t : integer
    luas : real
Algoritma
    input(n, d, t)
    luas = 2 * 3.14 * d * (d+t)
    output(luas)
endprogram"
if4908_103012400283_nomor2.jpg,43.20860838890076,0.0,0.0,"program Cake
kamus
n. d t, Pi Intoger
LP
iT
Real
Algoritona
Input (n)
Pi∠-3,19
C∠-(P 2) and (Pi* t) /3
Output (LP)
endprogramn
oroaran","program Cake
kamus
n, d, t, Pi : integer
real
algoritma
input(n)
pi := 3.14
c:= pi * t * t + pi * d / 3
output(c)
endprogram",
if4908_103012400355_nomor2.jpg,47.685835123062134,0.24598930481283424,0.2727272727272727,"kamu5
N, d, t, luas,i: integer
rns:real
Algoritma
input(n, d, t)
5: 3.14
for i: 1 to N do
N = 3.14 *d*t 12
d:3.14 **r
t: 2d
luas=(n,dt)
output(luas, ""cm2"")
endprogram
endprogram","kamu5
N,d,t,lus,i: integer
rns:real
Algoritma
input(n, d, t)
s: 3.14
for i: 1 to N do
N = 3.14 *d*t /12
d:=3.14 ** r
t:=2*d
lus=(n,d,t)/l
output(lus, ""cm2"")
endprogram","programCake
kamus
    N, d, t: integer
    r, s: real
Algoritma 
    input(n, d, t)
    s = 3.14
    for i= 1 to N do
        N= 3.14 * d*t /2
        d= 3.14* r*r
        t= 2*d
        luas= (n, d, t)
        output(luas, ""cm2"")
    endfor
endprogram"
if4908_103012400374_nomor2.jpg,23.41728138923645,0.3697478991596639,0.4369747899159664,"Kamus
n,d+integer
hasil:real
Algoritmo
input(n,d,t)
hasil+(1xd*s,1a)/2)*n)
cutput (hasil)","Kamus
n,d : integer
hasil : real
Algoritma
input(n, d, t)
hasil += ((1*d*s + 1*a) / 2)*n)
Output:
cutput (hasil)","program Cake
kamus
    n,d,t : integer
    hasil : real
algoritma
    input(n,d,t)
    hasil<-((t*d*3,14/2)*n)
    output(hasil)
endprogram"
if4908_103012500007_nomor2.jpg,53.306100368499756,0.3545816733067729,0.3107569721115538,"Kamvs
ndt:integer
hasil : real
r:real
lras:string
algoritma
inprt(n, d,t)
r=d/20
hasil=(2×3.14×rxr/n)
hasil = hasil+(2×rxt)
hasil =hasil+(2×3.19xrxtn)
Aupt (hail,""cm2)
lVa5=""cM2""
outprt Chasil, lvas)
endprogram","Kamus
n,d,t : integer
hasil : real
r : real
lras : string

Algoritma
input(n, d, t)
r = d / 20
hasil = (2 * 3.14 * r * r / n)
hasil += (2 * r * x * r / n)
hasil += (2 * 3.19 * r * r / n)
output(hasil, ""cm2"")
lvas=""cm2""
output(lvlas)","program Cake
kamus
    n, d, t : integer
    hasil : real
    r : real
    luas : string
algoritma
    input(n, d, t)
    r = d / 2.0
    hasil = (2 * 3.14 * r * r / n)
    hasil = hasil + (2 * r * t)
    hasil = hasil + (2 * 3.14 * r * t / n)
    luas = ""cm2""
    output(hasil, luas)
endprogram"
if4908_1030125000185_nomor2.jpg,30.027212858200073,0.0,0.0,"Kamus.
Hsr
N.dt
int
Potongan, tubony
husil
riul
Aly
 Const Phi:3.14
inpt -) Nd...t
d-72.44
otCran> d * fhi div.N, .
fabine.-> fotutgan #/t*t.u 
 OutPot -7 tabony""(m2""
endprogram","Kamus.
Hsr
int
Potongan, tubony
husil
riul
Aly
Const Phi:3.14
input(N)
d=72.44
output(d * Phi / N, )
fantine-> output(m2""
endprogram",
if4908_103012500030_nomor2.jpg,44.565237522125244,0.5170940170940171,0.405982905982906,"kams
Potorgen, danker, tnggati :Integer
prsiPi, hasl
21901.fM7
Ioput(Potorgan, daneter, (rg9)
Pi<-3.14
Jari- d.arefer div 2
roncs<-(Pix+xr)*Engsi))dv(
OUERE(tereS)
e-sptogtam
endprogram","kams
potorgen, danker, tnggati :Integer
progrm, hasil
21901.fm7
input(potorgen, daneter, (rg9)
pi<-3.14
jari- d.arefer div 2
rumus<-(pix+xr)*engsi))div(2
output(teres)
endprogram","program cake 
kamus
    potongan , diameter , tinggi , jari : Integer
    rumus , pi , hasil : real
algoritma
    input(potongan, diameter , tinggi)
    pi <- 3.14
    jari <- diameter div 2
    rumus <- ((pi * r * r) * tinggi)) div n
    output(rumus)
endprogram"
if4908_103012500033_nomor2.jpg,22.499680280685425,0.291970802919708,0.5912408759124088,"Ftgtan cake
Keaws
Const : Phi : 3.14
n,ditlteger
hesil : real
alygritna
inft(ndet)
hasil =Phi d* + )div n
Cufat(usil)
adprogram","Program abc
kamus
    Const, Phi : Real
    ditlteger, hesil : real
algoritma
    input(Const, ditlteger)
    if Const == 0 then
        hesil = Phi / ditlteger
    endif
    output(hesil)
Cufatusil","program cake
kamus
    const : phi = 3.14
    n,d,t :integer
    hasil : real
algoritma
    input(n,d,t)
    hasil = (phi*d*t) div n
    output(hasil)
endprogram"
if4908_103012500034_nomor2.jpg,38.174471616744995,0.4198473282442748,0.3969465648854962,"program Cake
kamus
N,td=f1oc
Aigeritma
iPPU N,tal
$ =d/2
Lus. .2*((π+5*5)/N)*(2*t*r)
outPhe (Luus)
End frogram.","program Cake
kamus
N, td=f1oc
Aigoritma
iPPU N,tal
s =d/2
Lus. .2*((π+5*5)/N)*(2*t*r)
outPhe (Luus)
End program.","program cake
kamus
    n, t, d : float
Algoritma
    input (n, t, d)
    f = d/2
    luas = 2 *(3,14*r*r)/n) * (2 * t * r)
    output (luas)
endprogram"
if4908_103012500043_nomor2.jpg,33.69422388076782,0.0,0.0,"program Cake
kames
hasil: teal
Nidt iteger
algoritma
inpit(N,dt)
hosi1-(3,1u*(2/2)*(312)/)+2+(2+)+((314+2)
autput (har1,""Com2)
endprogran","program Cake
kamus
hasil: teal
Nidt iteger
algoritma
input(N,dt)
hosi1-(3.14*(2/2)*(3**2)/)+2+(2+)+(3.14+2)
output(har1,""Com2)
endprogram",
if4908_103012500045_nomor2.jpg,36.16300964355469,0.4583333333333333,0.5625,"komus
Nidit,iinteger
Pirh
:Real
aigoritma
inputndit)
Pi = 3.14","program kamus
kamus
    a, b, c : integer
algoritma
    input(a, b, c)
    if a == 0 then
        output(5)
    endif
endprogram","program Cake
kamus 
    n, d, t, i : integer
    pi, h      : real
algoritma
    input(n,d,t)
    pi = 3.14
endprogram"
