filename,method,time,cer_raw,cer_refined,raw_text,final_text,ground_truth
if4908_103012400180_nomor2.jpg,none,29.869062662124634,0.3076923076923077,0.36199095022624433,"Kamus
program Cake
n
.integer
diameter.T : (nteger
tebal, Hingg
Integer
Integer
hasil
.real
Aigor'tma
inpur( diameter.1, tebal, tinggi)
for i 1 to n do
dlameter-7∠
tebal 
tinggy-
hasil4
endfor
 Onfut (hasIL)
endprogran","Kamus
program Cake
n
integer
diameter.T : integer
tebal, tinggi
integer
hasil
real
Aigor'tma
input(diameter.T, tebal, tinggi)
for i 1 to n do
diameter=diameter/7
tebal = tebal - tinggi
hasil=hasil*4
endfor
output(hasil)
endprogram","program cake
kamus
    n : integer
    diameter_T : integer
    tebal, tinggi : integer
    i : integer
    hasil : real
algoritma
    input(n, diameter_T, tebal, tinggi)
    for i : 1 to n do
        diameter_T
        tebal :
        tinggi :
        hasil : 
    endfor
output(hasil)"
if4908_103012400180_nomor2.jpg,otsu,12.78545093536377,0.4298642533936652,0.4751131221719457,"KOmus
a
.integer
dhasnerer. : (ntoger
tebal, Kingy: inteyer
tnteger
hasht
-real
BigorHn
ing, diumeter.T, tebal, tnggi
tai .AIto n do
Mameter.4
tebal 4
tingy<
hast 4
endter
aupA(ost)
endgrogran","KOmus
a : integer
dhasnerer : integer
tebal, Kingy : integer
tnteger
hasht
-real
BigorHn
ing, diumeter.T, tebal, tnggi
hast 4
tingy<
endter
aupA(ost)
endprogram","program cake
kamus
    n : integer
    diameter_T : integer
    tebal, tinggi : integer
    i : integer
    hasil : real
algoritma
    input(n, diameter_T, tebal, tinggi)
    for i : 1 to n do
        diameter_T
        tebal :
        tinggi :
        hasil : 
    endfor
output(hasil)"
if4908_103012400180_nomor2.jpg,adaptive_gaussian,4.147693872451782,1.0,1.0,,,"program cake
kamus
    n : integer
    diameter_T : integer
    tebal, tinggi : integer
    i : integer
    hasil : real
algoritma
    input(n, diameter_T, tebal, tinggi)
    for i : 1 to n do
        diameter_T
        tebal :
        tinggi :
        hasil : 
    endfor
output(hasil)"
if4908_103012400180_nomor2.jpg,adaptive_mean,15.119050025939941,0.5882352941176471,0.5701357466063348,"KORBUS
7
1
""
inresg er
intege
r tdoolKnggs
4
integer
x69
yr
x.Wreger
hasl
real
RiGort
inpr{, dameter17tetal
46080
itr
2
diamater
tebal
i:s
hosl
33pi.
x-a
endfor
ape(os)
ondRrogran","program inresg er
intege
r tdoolKnggs
4
integer x69
yr
x.Wreger
hasl
real RiGort
inpr{, diamater17tetal
46080
itr
2
diamater tebal i:s
hosl 33pi.
x-a
endfor
ape(os)
ondRrogran","program cake
kamus
    n : integer
    diameter_T : integer
    tebal, tinggi : integer
    i : integer
    hasil : real
algoritma
    input(n, diameter_T, tebal, tinggi)
    for i : 1 to n do
        diameter_T
        tebal :
        tinggi :
        hasil : 
    endfor
output(hasil)"
if4908_103012400221_nomor2.jpg,none,12.656316041946411,0.392,0.288,"Kamus
n d,t : ef real
luas : real
Algorituna
input(n,d,t)
Luas = 23.19 *d*(d+t)
Output (Luas)","Kamus
n,d,t : ef real
Luas : real

Algoritma
input(n,d,t)
Luas = 23.19 * d * (d + t)
Output(Luas)

Endprogram","program cake
kamus
    n, d, t : integer
    luas : real
Algoritma
    input(n, d, t)
    luas = 2 * 3.14 * d * (d+t)
    output(luas)
endprogram"
if4908_103012400221_nomor2.jpg,otsu,12.073718786239624,0.36,0.264,"Kamus
n, d, t : i real
luas : real
Algoritua
input(n,d,t)
Lua =2*3.14*d*(d+t)
Output (Luas)","Kamus
n, d, t : integer
luas : real
Algoritma
input(n, d, t)
luas=2*3.14*d*(d+t)
output(luas)","program cake
kamus
    n, d, t : integer
    luas : real
Algoritma
    input(n, d, t)
    luas = 2 * 3.14 * d * (d+t)
    output(luas)
endprogram"
if4908_103012400221_nomor2.jpg,adaptive_gaussian,12.448575973510742,0.44,0.248,"Kamus.
n, d; t : itper real
luas : real
Algorituna..
input(nid,t)
Luay = 2+3.14d(d+t)
Output(Luas","Kamus.
n, d, t : integer
luas : real

Algoritma..
input(n, d, t)
luas = 2 + 3.14 * d * (d + t)
output(luas)","program cake
kamus
    n, d, t : integer
    luas : real
Algoritma
    input(n, d, t)
    luas = 2 * 3.14 * d * (d+t)
    output(luas)
endprogram"
if4908_103012400221_nomor2.jpg,adaptive_mean,13.550638914108276,0.464,0.728,"Kamus:
: n, d; t : itteqer real
luas: real
Algoritua.…
input(nid,t)
Luay2+3.14 d(d +t)
Outpur(Luas)","Kamus:
: n, d; luas : integer real

Luas:=3.14*(n+d)

Output:
program abc
kamus
    n, d, luas : integer real
algoritma
    input(n, d)
    luas:=3.14*(n + d)
    output(luas)
endprogram","program cake
kamus
    n, d, t : integer
    luas : real
Algoritma
    input(n, d, t)
    luas = 2 * 3.14 * d * (d+t)
    output(luas)
endprogram"
if4908_103012400283_nomor2.jpg,none,15.334466934204102,0.0,0.0,"program Cake
kamus
ndt, Pi Integer
LP
Real
Algoritona
1nput (n)
Pi∠-3,19
C∠-(P *2) and (P*t) /3
Output (LP)
endarogramn","program Cake
kamus
ndt, Pi Integer
real
algoritma
input(n)
pi=3.14
c=(pi*2)+pi/3
output(LP)
endprogram",
if4908_103012400283_nomor2.jpg,otsu,11.928134202957153,0.0,0.0,"EYPOUR
KONNS
n$dt,Piinteger
Real
Lp
Algortona
14PUt (n)
Pis","program EYPORR
kons
n,p : integer
Algorita
put(n)
pis",
if4908_103012400283_nomor2.jpg,adaptive_gaussian,12.596951961517334,0.0,0.0,"Karnus
nditPiuintger
$Lp}
Reai
Algortona
input(n)
PiG31$
L4∠-(P,2) ad (p+6)/3
Otput (Lp)
endprogrom","Kamus
n : integer

Algoritma
    input(n)
    L4gortona(-n, 2) ad (n+6)/3
    output(Lp)
Endprogram",
if4908_103012400283_nomor2.jpg,adaptive_mean,11.805179119110107,0.0,0.0,"Kamus
n,.ditPiint
LP1
Real
Algortona
1aput (n)
Pi5-3.11
L∠-(A2)0d (R6)/3
atpot(Lp)
endprogrorn","Kamus
input(n)
LP1
real
Algoritma
loop(n)
p5-3.14
∠-(A2)0d(R6)/3
output(LP)
endprogram",
if4908_103012400355_nomor2.jpg,none,14.334990739822388,0.24598930481283424,0.24064171122994651,"kamu5
N, d, t, luas,i: integer
rns:real
Algoritma
input(n, d, t)
S: 3.14
for i: 1 to N do
N = 3.14 *d*t 12
d:3.14 **r
t: 2d
luas=(n,dt)
output(luas, ""cm2"")
endprogram
endprogram","kamu5
N, d, t, luas,i: integer
rns:real
Algoritma
input(n, d, t)
S: 3.14
for i: 1 to N do
N = 3.14 *d*t / 2
d=3.14 ** r
t= 2*d
luas=(n,d,t) 
output(luas, ""cm2"")
endprogram","programCake
kamus
    N, d, t: integer
    r, s: real
Algoritma 
    input(n, d, t)
    s = 3.14
    for i= 1 to N do
        N= 3.14 * d*t /2
        d= 3.14* r*r
        t= 2*d
        luas= (n, d, t)
        output(luas, ""cm2"")
    endfor
endprogram"
if4908_103012400355_nomor2.jpg,otsu,14.314702987670898,0.2994652406417112,0.3155080213903743,"bamus
N, d, t, luas,i: integer
fns: real
Algoritma
input(n, d,t)
5:3.14
for i: I to N do
N =3.14*d*t12
d3.14*r*r
t2 2*'d
luas={n, dt}
output(luas, ""em2"")
endprogram
endnroara","bamus
N,d,t,lus,i: integer
fns: real
Algoritma
input(N, d, t)
s:=3.14
for i := 1 to N do
    N:=3.14*d*t/2
    d^=3.14*r*r
    t^=2*'d
    lus:=N*dt
output(lus, ""em2"")
endprogram","programCake
kamus
    N, d, t: integer
    r, s: real
Algoritma 
    input(n, d, t)
    s = 3.14
    for i= 1 to N do
        N= 3.14 * d*t /2
        d= 3.14* r*r
        t= 2*d
        luas= (n, d, t)
        output(luas, ""cm2"")
    endfor
endprogram"
if4908_103012400355_nomor2.jpg,adaptive_gaussian,12.373752117156982,0.47593582887700536,0.4385026737967914,"kamus
∴N,d,t;luas,i: integer
ris:real.
Algoritma
Input(n, d,t)
53.14
Nfor1=15toN
INa341T
luas=(n,d,t)
ouputluasem2"")
endprogram","kamus
∴N,d,t,l: integer
ris:real.
Algoritma
Input(n, d,t)
div 3.14
Nfor i=1to N
i:=t
luas=(n,d,i)
output(luas/2"")
endprogram","programCake
kamus
    N, d, t: integer
    r, s: real
Algoritma 
    input(n, d, t)
    s = 3.14
    for i= 1 to N do
        N= 3.14 * d*t /2
        d= 3.14* r*r
        t= 2*d
        luas= (n, d, t)
        output(luas, ""cm2"")
    endfor
endprogram"
if4908_103012400355_nomor2.jpg,adaptive_mean,12.456511974334717,0.5187165775401069,0.5882352941176471,"Lamus
N;d,Eyluas, i: integer
: y
cns:real_
Algoritma
∴Input(n,dt
-51:3.14.
ofori=,1to2N
5N3.141
.:luas = {(n,
outputuas,cm2
n
endorogram.","Lamus
n,d,Eyluas,cns: integer
c y
Algoritma
input(n,d)
euls := 3.14 * d
output(luas,""cm2"")
endprogram","programCake
kamus
    N, d, t: integer
    r, s: real
Algoritma 
    input(n, d, t)
    s = 3.14
    for i= 1 to N do
        N= 3.14 * d*t /2
        d= 3.14* r*r
        t= 2*d
        luas= (n, d, t)
        output(luas, ""cm2"")
    endfor
endprogram"
if4908_103012400374_nomor2.jpg,none,7.08466911315918,0.3865546218487395,0.40336134453781514,"Kamus
n,d+integer
hasil:real
Algoritmo
input(n,d,t)
hasil+(1xd*s,1a)/2)*n)
cutpuct (tasil)","Kamus
n,d : integer
hasil : real
Algoritmo
input(n,d)
hasil + (1 * d * s / 2) * n
output(hasil)
cutputc (hasil)","program Cake
kamus
    n,d,t : integer
    hasil : real
algoritma
    input(n,d,t)
    hasil<-((t*d*3,14/2)*n)
    output(hasil)
endprogram"
if4908_103012400374_nomor2.jpg,otsu,7.838592290878296,0.5042016806722689,0.5294117647058824,"Kauius
resuxe
ndit:integer
has :real
Algaritmon
ind(+d,t)
hasil+-(1^d*5.14)12)×n)
cupd (2-l)","program Kauius
kamus
    ndit, has : integer
algoritma
    input(ndit, has)
    if ndit == 0 then
        output(5)
    endif
cupd (2-1)
endprogram","program Cake
kamus
    n,d,t : integer
    hasil : real
algoritma
    input(n,d,t)
    hasil<-((t*d*3,14/2)*n)
    output(hasil)
endprogram"
if4908_103012400374_nomor2.jpg,adaptive_gaussian,4.396418809890747,0.9411764705882353,0.8739495798319328,"hasi
on","output
hasil
on","program Cake
kamus
    n,d,t : integer
    hasil : real
algoritma
    input(n,d,t)
    hasil<-((t*d*3,14/2)*n)
    output(hasil)
endprogram"
if4908_103012400374_nomor2.jpg,adaptive_mean,3.293215274810791,1.0,1.0,,,"program Cake
kamus
    n,d,t : integer
    hasil : real
algoritma
    input(n,d,t)
    hasil<-((t*d*3,14/2)*n)
    output(hasil)
endprogram"
if4908_103012500007_nomor2.jpg,none,15.298872947692871,0.35856573705179284,0.4342629482071713,"Kamvs
ndt:integer
hasil : real
r:real
lras:string
algoritma
inprt(n, d,t)
r=d/20
hasil=(2×3.14×rxr/n)
hasil = hasil+(2×rxt)
hasil =hasil+(2×3.19xrxtn)
Aupt (hail,""cm2)
lVa5=""cM2""
outprt Chasil, lvas)
endproaram","Kamus
a,b,c : integer
hasil : real
r:string

Algoritma
input(a, b, c)
r=d/20
hasil=(2×3.14×rxr/n)
hasil = hasil+(2×rxt)
hasil =hasil+(2×3.19xrxtn)
output(hasil,""cm2"")
lvas=""cm2""
output (hasil, lvas)","program Cake
kamus
    n, d, t : integer
    hasil : real
    r : real
    luas : string
algoritma
    input(n, d, t)
    r = d / 2.0
    hasil = (2 * 3.14 * r * r / n)
    hasil = hasil + (2 * r * t)
    hasil = hasil + (2 * 3.14 * r * t / n)
    luas = ""cm2""
    output(hasil, luas)
endprogram"
