filename,time,cer_raw,raw_text,ground_truth
if4908_103012400180_nomor2.jpg,1.717716932296753,0.9049773755656109,"BX99(<
+=-3=X+<PAD12>tX71
+
+71:1=
0X9=1=<PAD9>K+>131
8+>131=
+X<58
=1X8
r83-=>9-
+091=1=>1YX8+35
>-5rb>-+0-
08X91>1=
>1YX8<PAD12>
>5+3:
4X<58m
1+0>-=
+X<
1+0*=-3=X+","program cake
kamus
    n : integer
    diameter_T : integer
    tebal, tinggi : integer
    i : integer
    hasil : real
algoritma
    input(n, diameter_T, tebal, tinggi)
    for i : 1 to n do
        diameter_T
        tebal :
        tinggi :
        hasil : 
    endfor
output(hasil)"
if4908_103012400221_nomor2.jpg,1.3798651695251465,1.72,"*=-3=X9<PAD12>tX71
BX9(<
+0<PAD9>>k531=<PAD12>>1X8
8(X<<PAD12>k=1X8
r83-+5>(+X
5+*(><PAD3>+<PAD7>0<PAD7>><PAD4>
C(X<<PAD12>nc<PAD5>d<PAD9>be<PAD12><PAD5>0<PAD5><PAD3>0<PAD6>><PAD4>
F(>*(><PAD12><PAD3><PAD12>C(X<<PAD4>
1+0*=-3=X<PAD9>","program cake
kamus
    n, d, t : integer
    luas : real
Algoritma
    input(n, d, t)
    luas = 2 * 3.14 * d * (d+t)
    output(luas)
endprogram"
if4908_103012400283_nomor2.jpg,1.249359130859375,0.0,"*=-3=X9<PAD12>tX71
7X9(<
+<PAD7>
0><PAD7>G5<PAD12>5+>31=
C*
I1X5
r83-=-+X
b+*(><PAD12><PAD3>+<PAD4>
*5<PAD8>d<PAD7>
t*m<PAD8><PAD3>+<<PAD12>X+0I5>bd
>*(>C*<PAD4>
1+0X+3=-+
1+0*=-3=X9",
if4908_103012400355_nomor2.jpg,1.422642469406128,1.7486631016042782,"*=-3=X9<PAD12>tX71
7X9(<
E<PAD7><PAD12>0<PAD7><PAD12>><PAD7><PAD12>8(X<<PAD7>5k<PAD12>5+>131=
=<k=1X8
r83-=5>9X
5+*(><PAD3>+<PAD7>0<PAD7>><PAD4>
Jkd<PAD9>be
2-=5b<PAD12>>-<PAD12>E<PAD12>0-
End<PAD9>be<PAD5>0<PAD5>>bc
0nd<PAD9>be<PAD5>=<PAD5><PAD12>=
>nc0
8(X<n<PAD3>+<PAD7><PAD12>0<PAD7><PAD12>><PAD4>
F(>*(><PAD3>8(X<<PAD7>≥Z9c≥<PAD4>
1+0*+3=X9
1+0*=-3=X9","programCake
kamus
    N, d, t: integer
    r, s: real
Algoritma 
    input(n, d, t)
    s = 3.14
    for i= 1 to N do
        N= 3.14 * d*t /2
        d= 3.14* r*r
        t= 2*d
        luas= (n, d, t)
        output(luas, ""cm2"")
    endfor
endprogram"
if4908_103012400374_nomor2.jpg,1.1826205253601074,1.0252100840336134,"*=-3=X+<PAD12>t-71
B-(((<
+0<PAD6>5+>31=
4X<58k=1Z8
r83-=5>915
5+*(<PAD3>+0><PAD4>
4X<b<PAD6>0fbe<PAD10>c<PAD4>+
-(*>+
1+0*=-3=X9","program Cake
kamus
    n,d,t : integer
    hasil : real
algoritma
    input(n,d,t)
    hasil<-((t*d*3,14/2)*n)
    output(hasil)
endprogram"
if4908_103012500007_nomor2.jpg,0.9666857719421387,1.3187250996015936,"*=-3=X9<PAD12>tX71
BX9(<
+<PAD7>0<PAD7>>k5+>131=
4X<58<PAD12>k<PAD12>=1X8
=k=1X8
8=X<k<>=5+3
X83-=5>9X
5+*(><PAD12><PAD3>+<PAD7><PAD12>0<PAD7>><PAD4>
=n0<PAD10>ca
4X<5nc]dbe]=]=<PAD10>+<PAD4>
4-<58n4X<<PAD3><PAD6><PAD3>c]=]><PAD4>
4X<58<PAD12>n4X<5b<PAD6><PAD3>c]d<PAD9>bj<PAD12>]=]>P+<PAD4>
,)XfZ9c≥<PAD4>
-(>*(><PAD3>4X<58<PAD7><PAD3>)X<<PAD4>
1+0*=-3=X9","program Cake
kamus
    n, d, t : integer
    hasil : real
    r : real
    luas : string
algoritma
    input(n, d, t)
    r = d / 2.0
    hasil = (2 * 3.14 * r * r / n)
    hasil = hasil + (2 * r * t)
    hasil = hasil + (2 * 3.14 * r * t / n)
    luas = ""cm2""
    output(hasil, luas)
endprogram"
if4908_1030125000185_nomor2.jpg,1.2491612434387207,0.0,"*=-3=X9<PAD12>tX71
er<+
yX9(2
4(<58=(8
t(+<><PAD12>G45<PAD12>k3<PAD9>b:
rC:
6+><PAD8><PAD4>Ee<PAD9>>

G->-=:X+0<PAD6>245<PAD12>05)<PAD9>E
Y(Y5+:<PAD9><PAD8>o<PAD9>2->1:X+<PAD6>><PAD5>><PAD4><PAD9>(
><PAD12>FL>G)><PAD8>h>([+3≥89c≥
C
1+0*=-3=X9",
if4908_103012500030_nomor2.jpg,1.5914671421051025,1.0683760683760684,"*=-3=X9<PAD12>tX71
7X9<
G->-31+0X=1=<PAD12>v+33<PAD4>X=58+>13
=(==<5I5<PAD7>4X<8
cbja=v9h
z+*1><PAD3>G-Z=33+<PAD7>0X+111><PAD7>8=33<PAD4>
25m<PAD9>be
AX5m<PAD8>0X=121=0c
>-9fm<PAD3>*5<PAD5><PAD6><PAD4><PAD5>Z<PAD9>+j<PAD4>0)+
FLvIvt>191<<PAD4>
1=<*>-3>X+
1+0*=-3=X9","program cake 
kamus
    potongan , diameter , tinggi , jari : Integer
    rumus , pi , hasil : real
algoritma
    input(potongan, diameter , tinggi)
    pi <- 3.14
    jari <- diameter div 2
    rumus <- ((pi * r * r) * tinggi)) div n
    output(rumus)
endprogram"
if4908_103012500033_nomor2.jpg,0.9395358562469482,1.437956204379562,"*=-3=X9<PAD12>tX71
BXX+<PAD2><
t-<>G4d<PAD9>be
+0>5<PAD8>+1=
4X<58k=1X8
X83k=5>+X
5+2<PAD6><PAD3>+0><PAD4>
4X58n<PAD3>w(5<PAD5>0<PAD5><PAD6><PAD4>X5(<PAD12>+
t(2r<PAD6><PAD3>+<PAD8><58<PAD4>
5+0*=-3=X+
ZX0*=-3=","program cake
kamus
    const : phi = 3.14
    n,d,t :integer
    hasil : real
algoritma
    input(n,d,t)
    hasil = (phi*d*t) div n
    output(hasil)
endprogram"
if4908_103012500034_nomor2.jpg,0.9849917888641357,1.6641221374045803,"*=-3=X9<PAD12>tX71
7X9(<
E<PAD7>><PAD7>0k25X>
r533=5>91
b(E<PAD7>>
bna<PAD10>c
Ce:k<PAD9>c<PAD5><PAD3>]<PAD5>=<PAD5>f<PAD4><PAD10>E<PAD4><PAD6><PAD3>c<PAD5><PAD6><PAD5>=<PAD4>
Fe>G(><PAD12><PAD3>C((<<PAD4>
1+0<PAD12>G=-3=(9
1+0*=-3=X9","program cake
kamus
    n, t, d : float
Algoritma
    input (n, t, d)
    f = d/2
    luas = 2 *(3,14*r*r)/n) * (2 * t * r)
    output (luas)
endprogram"
