filename,time,cer_raw,cer_refined,raw_text,final_text,ground_truth
if4908_103012400180_nomor2.jpg,52.34000301361084,0.31221719457013575,0.43891402714932126,"Kamus
program Cake
n
.integer
diameter.T : (nteger
tebal, Hingg
Integer
Integer
hasil
.real
Rigor'mo
inpur( diameter.T, tebal, tinggi)
for i 1 to n do
dlameter-7∠
tebal 
tinggy-
hasil4
endfor
 Onfut (hasIL)
endprogran","Kamus
program Cake
n
integer
diameter, t : integer
hingga
integer
integer
hasil
real
Rigor'mo
input(diameter, t, hingga)
for i 1 to n do
    diameter := diameter / 2
    t := t - hingga
    hasil := hasil * 4
endfor
onfut(hasil)
endprogran","program cake
kamus
    n : integer
    diameter_T : integer
    tebal, tinggi : integer
    i : integer
    hasil : real
algoritma
    input(n, diameter_T, tebal, tinggi)
    for i : 1 to n do
        diameter_T
        tebal :
        tinggi :
        hasil : 
    endfor
output(hasil)"
if4908_103012400221_nomor2.jpg,20.41636610031128,0.392,0.328,"Kamus
n d,t : ef real
luas : real
Algorituna
input(n,d,t)
Luas = 23.19 *d*(d+t)
Output (Luas)","Kamus
n, d, t : real
luas : real

Algoritma
input(n, d, t)
Luas = 23.19 * d * (d + t)
Output (Luas)","program cake
kamus
    n, d, t : integer
    luas : real
Algoritma
    input(n, d, t)
    luas = 2 * 3.14 * d * (d+t)
    output(luas)
endprogram"
if4908_103012400283_nomor2.jpg,22.226807355880737,0.0,0.0,"program Cake
kamus
n. d t, Pi Intoger
LP
iT
Real
Algoritona
Input (n)
Pi∠-3,19
C∠-(P 2) and (Pi* t) /3
Output (LP)
endprogramn
oroaran","program Cake
kamus
n, t : integer
π : real

algoritma
Input (n)
π := 3.14
C := (π * t)^2 + π * t / 3
Output (LP)

endprogram",
if4908_103012400355_nomor2.jpg,27.370096445083618,0.24598930481283424,0.29411764705882354,"kamu5
N, d, t, luas,i: integer
rns:real
Algoritma
input(n, d, t)
5: 3.14
for i: 1 to N do
N = 3.14 *d*t 12
d:3.14 **r
t: 2d
luas=(n,dt)
output(luas, ""cm2"")
endprogram
endprogram","kamu5
N, d, t, luas,i: integer
rns:real
Algoritma
input(n, d, t)
s: 3.14
for i: 1 to N do
N = s *d*t / 2
d:=3.14 ** r
t:= 2*d
luas:=n*dt
output(luas, ""cm2"")
endprogram","programCake
kamus
    N, d, t: integer
    r, s: real
Algoritma 
    input(n, d, t)
    s = 3.14
    for i= 1 to N do
        N= 3.14 * d*t /2
        d= 3.14* r*r
        t= 2*d
        luas= (n, d, t)
        output(luas, ""cm2"")
    endfor
endprogram"
if4908_103012400374_nomor2.jpg,16.94320034980774,0.3697478991596639,0.3949579831932773,"Kamus
n,d+integer
hasil:real
Algoritmo
input(n,d,t)
hasil+(1xd*s,1a)/2)*n)
cutput (hasil)","Kamus
n,d integer
hasil real
Algoritma
input(n,d,t)
hasil + (1 * d * s / 2) * n
output(hasil)","program Cake
kamus
    n,d,t : integer
    hasil : real
algoritma
    input(n,d,t)
    hasil<-((t*d*3,14/2)*n)
    output(hasil)
endprogram"
if4908_103012500007_nomor2.jpg,33.178444385528564,0.3545816733067729,0.4103585657370518,"Kamvs
ndt:integer
hasil : real
r:real
lras:string
algoritma
inprt(n, d,t)
r=d/20
hasil=(2×3.14×rxr/n)
hasil = hasil+(2×rxt)
hasil =hasil+(2×3.19xrxtn)
Aupt (hail,""cm2)
lVa5=""cM2""
outprt Chasil, lvas)
endprogram","Kamus
ndt:integer
hasil : real
r:string
algoritma
input(n, d,t)
r=d/20
hasil=(2*3.14*r^2/n)
hasil = hasil+(2*r*t)
hasil=hasil+(2*3.19*r*t*n)
Aupt (hasil,""cm2"")
lvas=""cM2""
output(hasil,lvas)","program Cake
kamus
    n, d, t : integer
    hasil : real
    r : real
    luas : string
algoritma
    input(n, d, t)
    r = d / 2.0
    hasil = (2 * 3.14 * r * r / n)
    hasil = hasil + (2 * r * t)
    hasil = hasil + (2 * 3.14 * r * t / n)
    luas = ""cm2""
    output(hasil, luas)
endprogram"
if4908_1030125000185_nomor2.jpg,33.95413112640381,0.0,0.0,"Kamus.
Hsr
N.dt
int
Potongan, tubony
husil
riul
Aly
 Const Phi:3.14
inpt -) Nd...t
d-72.44
otCran> d * fhi div.N, .
fabine.-> fotutgan #/t*t.u 
 OutPot -7 tabony""(m2""
endprogram","Kamus.
Hsr
Ndt
int
Potongan tubony
Husil
Riul
Aly
Const Phi:3.14
Input Nd...t
d: 72.44
Output Pot - d * Phi div Ndt, . 
Fabinen-> fotutgan #/t*t.u 
 OutPot -> fotony""(m2""
Endprogram",
if4908_103012500030_nomor2.jpg,40.36637020111084,0.5170940170940171,0.45726495726495725,"kams
Potorgen, danker, tnggati :Integer
prsiPi, hasl
21901.fM7
Ioput(Potorgan, daneter, (rg9)
Pi<-3.14
Jari- d.arefer div 2
roncs<-(Pix+xr)*Engsi))dv(
OUERE(tereS)
e-sptogtam
endprogram","kams
potgen, danker, tnggati :Integer
prsiPi, hasil
21901.fM7
input(Potogen, daneter, rgang)
pi<-3.14
jari_diameter div 2
rumus<-(pi*xr)*hasil))div(
output(tereS)
esptogtam
endprogram","program cake 
kamus
    potongan , diameter , tinggi , jari : Integer
    rumus , pi , hasil : real
algoritma
    input(potongan, diameter , tinggi)
    pi <- 3.14
    jari <- diameter div 2
    rumus <- ((pi * r * r) * tinggi)) div n
    output(rumus)
endprogram"
if4908_103012500033_nomor2.jpg,28.546738386154175,0.291970802919708,0.3284671532846715,"Ftgtan cake
Keaws
Const : Phi : 3.14
n,ditlteger
hesil : real
alygritna
inft(ndet)
hasil =Phi d* + )div n
Cufat(usil)
adprogram","Ftg tan cake
Kewas
Const : Phi : 3.14
n,ditilerger
hasil : real
algoritma
input(n,d)
hasil = Phi * n / n
end program","program cake
kamus
    const : phi = 3.14
    n,d,t :integer
    hasil : real
algoritma
    input(n,d,t)
    hasil = (phi*d*t) div n
    output(hasil)
endprogram"
if4908_103012500034_nomor2.jpg,25.89478874206543,0.4198473282442748,0.35877862595419846,"program Cake
kamus
N,td=f1oc
Aigeritma
iPPU N,tal
$ =d/2
Lus. .2*((π+5*5)/N)*(2*t*r)
outPhe (Luus)
End frogram.","program Cake
kamus
N, td = float
Aigeritma
iPU N,tal
s = d / 2
Lus. .2*((π+5*5)/N)*(2*t*r)
output(Lus)  
End program.","program cake
kamus
    n, t, d : float
Algoritma
    input (n, t, d)
    f = d/2
    luas = 2 *(3,14*r*r)/n) * (2 * t * r)
    output (luas)
endprogram"
