Voice;Ref;Pred_Raw;Pred_LLM;WER_Raw;WER_LLM;Time_ASR;Time_LLM;Time_Total
sample_000.wav;Tim-tim virtual memiliki standar keunggulan yang sama dengan tim konvensional, tetapi ada sedikit perbedaan.; Tim tim virtual memiliki standard keunggulan yang sama dengan tim konfensional, tetapi ada sedikit perbedaan.;Tim Tim Virtual Memiliki Standar Keunggulannya Sama Dengan Tim Konferensial, Tetapi Ada Sedikit Perbedaan.;0.2857142857142857;0.35714285714285715;1.1214649677276611;89.66654205322266;90.78800702095032
sample_001.wav;Segera setelah permusuhan pecah, Britania memulai blokade laut Jerman.; Segera setelah permusuhan pecah, pita nih yang memulai blokad ilau cerman.;Segera setelah permusuhan pecah, pita itu yang memulai blokad ilu-ilmu cermen.;0.6666666666666666;0.6666666666666666;0.3004469871520996;1.195965051651001;1.4964120388031006
sample_002.wav;Semua nomina, di samping kata Sie untuk Anda, selalu dimulai dengan huruf kapital, bahkan di tengah kalimat.; semua nominah di sampen rata sih untuk anda selalu dimulai dengan hokkapital bahkan di tengah kalimat;Semua orang dilakukan sepuasnya, untuk Anda harus mulai dengan kapital dan bahkan dalam perjalanan kalimat.;0.47058823529411764;0.7058823529411765;0.32049059867858887;1.0228445529937744;1.3433351516723633
sample_003.wav;Ini sepertinya masuk akal, karena Bumi tidak terasa seperti bergerak, bukan begitu?; ini sepertinya masuk akal karena kami tidak terasa seperti perkara bukan begitu;Ini sepertinya masuk akal karena kami tidak merasakan seperti perkara lainnya.;0.3333333333333333;0.5;0.243363618850708;0.9589097499847412;1.2022733688354492
sample_004.wav;Di sisi lain, kondisi yang dingin dan bersalju tergolong normal di banyak negara dan lalu lintas terus berlanjut tanpa gangguan sepanjang tahun.; diisisi lain, kondisi yang tingin dan persaal juter kolong normal dipanya negara dan lalu dintas terus berlangjut tanpa pengguan sepanjang tahun.;"Diisitilahlah, kondisi yang masih ditinjau dan perkasa jalannya keluar masuk tidak normal di negera, lalu dimana saja jalan kaki bermekaran tidak terkontrol sepanjang tahun.

Tanda baca:
- Dibentangkan dua titik (:) di awal kalimat.
- Perbaiki penulisan ""ditinjau"" menjadi ""ditinjau"".
- Tulis kata-kata dalam huruf kapital.";0.5;1.7272727272727273;0.5189025402069092;3.2466824054718018;3.765584945678711
sample_005.wav;Kambing tampaknya mulai dijinakkan sekitar 10.000 tahun lalu di pegunungan Zagros di Iran.; Kambentan banyak mulai diginakan sekitar seuluh riputau nalutip konongan saya across di Iran.;Karena banyak mulai dianugrahi sekitar satu ribu rupiah dari saya melalui Iran.;0.6923076923076923;0.7692307692307693;0.4038424491882324;0.9516873359680176;1.35552978515625
sample_006.wav;Di kepulauan dan danau, Anda tidak perlu kapal pesiar.; di kebuluhan dan danau anda tidak perlu kapal kesiara;Di kebun hala dan sungai Anda tidak perlu menggunakan kapal punggur.;0.3333333333333333;0.5555555555555556;0.16987299919128418;0.9919571876525879;1.161830186843872
sample_007.wav;Pemberitahuan reguler di Metro hanya menggunakan bahasa Katalan, tetapi gangguan tak terencana diumumkan lewat sistem otomatis dalam berbagai bahasa, antara lain Spanyol, Inggris, Prancis, Arab, dan Jepang.; Tom beritahuan reguler di metro hanya menggunakan fahasah katalan tetapi gangguan tak terencana diunumkan mewak sistem otomatis dalam berbagai pahasah, antara lain sepanol, ingriis, pransis, arah dan cepan.;Tom beritahu reguler di metro hanya menggunakan fasilitas katalan tetapi gangguan tidak terduga ditemukan melalui sistem otomatis dalam berbagai pihak, antara lain sepanjang, inggris, prancis, arah dan cepat.;0.4444444444444444;0.4444444444444444;0.7352237701416016;2.0100772380828857;2.7453010082244873
sample_008.wav;Ini adalah salah satu atraksi utama Afrika Selatan dan dianggap sebagai andalan Taman Nasional Afrika Selatan (SANParks).; Ini adalah salah satu atrak di utama Afrika Selatan dan diangkapsip ke Anggalan Taman najuna Afrika Selatan, dengan guru-sandpap.;Ini adalah salah satu atraksi di utama Afrika Selatan dan disamping berada di Angalani Taman Najuna Afrika Selatan, oleh karena itu ditunjukkan oleh guru sandpap.;0.5294117647058824;0.8235294117647058;0.4615509510040283;1.4321000576019287;1.893651008605957
sample_009.wav;Mereka memiliki kaki dengan sisik dan cakar, bertelur, dan berjalan dengan dua kaki belakang seperti T-Rex.; mereka mau laki-laki dengan sesi dan jakar untuk keluar dan perjalan dengan dua gaki pelakang seperti terakhir.;Tidak ada kesalahan dalam teks tersebut. Itu adalah sebuah ungkapan atau peribahasa yang tidak diperbaiki sedikitpun karena sudah tepat, sesuai aturan.;0.625;1.3125;0.3457307815551758;1.4074103832244873;1.753141164779663
