filename,method,time,cer_raw,cer_refined,raw_text,final_text,ground_truth
if4908_103012400180_nomor2.jpg,none,69.4109435081482,0.31221719457013575,0.39819004524886875,"Kamus
program Cake
n
.integer
diameter.T : (nteger
tebal, Hingg
Integer
Integer
hasil
.real
Rigor'mo
inpur( diameter.T, tebal, tinggi)
for i 1 to n do
dlameter-7∠
tebal 
tinggy-
hasil4
endfor
 Onfut (hasIL)
endprogran","Kamus
program Cake
n
integer
diameter.T : integer
tebal, tinggi : integer
hasil : real
Rigor'mo
input(diameter.T, tebal, tinggi)
for i 1 to n do
diameter=diameter*7/4
tebal = tebal - 1
tinggi= hasil + tinggi
endfor
Output (hasIL)
Endprogram","program cake
kamus
    n : integer
    diameter_T : integer
    tebal, tinggi : integer
    i : integer
    hasil : real
algoritma
    input(n, diameter_T, tebal, tinggi)
    for i : 1 to n do
        diameter_T
        tebal :
        tinggi :
        hasil : 
    endfor
output(hasil)"
if4908_103012400180_nomor2.jpg,clahe,24.703545808792114,0.3257918552036199,0.4117647058823529,"Kamus
Ogran Cake
n
·Integer
dameter.T : integer
tebal, Kingg
Integer
Integer
hasil
.real
Aigertmo
inqu( iameter.1,tebal, tinggi)
for i a1 to n do
dlameter-7∠
tebal <
tingg<
Hasil4
endfor
ouifu(hasil)
endprogran","Kamus
Integer
dameter.T : integer
tebal, tinggi
Integer
Integer
hasil
.real
algoritma
    inqu(dameter.1, tebal, tinggi)
    for i a1 to n do
        dameter:=dameter/2
        tebal :=tebal/2
        tingg:=tingg/2
        hasil:=hasil*0.125
    endfor
output(hasil)
endprogram","program cake
kamus
    n : integer
    diameter_T : integer
    tebal, tinggi : integer
    i : integer
    hasil : real
algoritma
    input(n, diameter_T, tebal, tinggi)
    for i : 1 to n do
        diameter_T
        tebal :
        tinggi :
        hasil : 
    endfor
output(hasil)"
if4908_103012400180_nomor2.jpg,clahe_threshold,32.247111082077026,0.42081447963800905,0.45701357466063347,"KOMUS
Rgidom Cakc
a
integer
dongrer.T : inbeger
tebol, Kinggy
(nteger
. lareger
hasi
real
Rigor
iqut, dumeter.I, tetal, tnggi
tai*ito n do
dameter14
tebal 4
ting∠
hast4
endfor
(0s)
codbrsstan","program KOMUS
Rigidom Cakc
a : integer
dongrer.T, tebol, kinggy (nteger
lareger
hasi
real
Rigor
iqut, dumeter.I, tetal, tnggi
tai*ito n do
dameter14
tebal 4
ting∠
hast4
endfor
(0s)
codbrsstan","program cake
kamus
    n : integer
    diameter_T : integer
    tebal, tinggi : integer
    i : integer
    hasil : real
algoritma
    input(n, diameter_T, tebal, tinggi)
    for i : 1 to n do
        diameter_T
        tebal :
        tinggi :
        hasil : 
    endfor
output(hasil)"
if4908_103012400221_nomor2.jpg,none,19.072428703308105,0.392,0.224,"Kamus
n d,t : ef real
luas : real
Algorituna
input(n,d,t)
Luas = 23.19 *d*(d+t)
Output (Luas)","Kamus
n, d, t : ef real
luas : real

Algoritma
input(n, d, t)
luas = 23.19 * d * (d + t)
output(luas)

:endprogram","program cake
kamus
    n, d, t : integer
    luas : real
Algoritma
    input(n, d, t)
    luas = 2 * 3.14 * d * (d+t)
    output(luas)
endprogram"
if4908_103012400221_nomor2.jpg,clahe,18.819278955459595,0.368,0.208,"Kamus
n, d,t : of real
luas : real
Algorituma
input(n,d,t)
Luas = 23.14 *d*(d+t)
Output (Luas)","Kamus
n, d, t : of real
luas : real

Algoritma
input(n, d, t)
luas = 23.14 * d * (d + t)
output(luas)

endprogram","program cake
kamus
    n, d, t : integer
    luas : real
Algoritma
    input(n, d, t)
    luas = 2 * 3.14 * d * (d+t)
    output(luas)
endprogram"
if4908_103012400221_nomor2.jpg,clahe_threshold,17.94013547897339,0.44,0.264,"Kamus
n, d,t : ittep real
luas : real
Algorituna
input(n.d,t)
Luay = 2*3.14*d
Output (Luas","Kamus
n, d, t : integer
luas : real

Algoritma
input(n, d, t)
luas = 2 * 3.14 * d
output(luas)","program cake
kamus
    n, d, t : integer
    luas : real
Algoritma
    input(n, d, t)
    luas = 2 * 3.14 * d * (d+t)
    output(luas)
endprogram"
if4908_103012400283_nomor2.jpg,none,22.802826642990112,0.0,0.0,"program Cake
kamus
n. d t, Pi Intoger
LP
iT
Real
Algoritona
Input (n)
Pi∠-3,19
C∠-(P 2) and (Pi* t) /3
Output (LP)
endprogramn
oroaran","program Cake
kamus
n, d, t, Pi : integer
LP, IT, Real : real
Algoritma
input(n)
Pi := 3.14
C := (PI + t) ^ 2 / 3
output(LP)
endprogram",
if4908_103012400283_nomor2.jpg,clahe,22.57093381881714,0.0,0.0,"program
Cake
Kamus
ndt, Pi Integer
LP
Real
Algortona
1
(ApUt (n)
Pi∠-3,19
C∠-(P*2) and (Pi*6>/3
Ockput (Lp)
endprograrm","program Cake
kamus
ndt, Pi Integer
LP
Real
Algortona
1
(ApUt (n)
Pi∠-3,19
C∠-(P*2) and (Pi*6>/3
Output (Lp)
endprograrm",
if4908_103012400283_nomor2.jpg,clahe_threshold,18.257319450378418,0.0,0.0,"program Cake
KOrNs
n,
dt,Pi intger
Lp
Real
Algorktma
IAPUt (n)","program Cake
kamus
n, Pi : integer
Lp : Real
algoritma
input(n)
output(Lp * n)  
endprogram",
if4908_103012400355_nomor2.jpg,none,27.984960794448853,0.24598930481283424,0.28342245989304815,"kamu5
N, d, t, luas,i: integer
rns:real
Algoritma
input(n, d, t)
5: 3.14
for i: 1 to N do
N = 3.14 *d*t 12
d:3.14 **r
t: 2d
luas=(n,dt)
output(luas, ""cm2"")
endprogram
endprogram","kamu5
N,d,t,lusai,i: integer
rns:real
Algoritma
input(n, d, t)
s: 3.14
for i: 1 to N do
i = 3.14 *d*t 12
d:3.14 **r
t: 2*d
lusai=n,d,t
output(lusai, ""cm2"")
endprogram","programCake
kamus
    N, d, t: integer
    r, s: real
Algoritma 
    input(n, d, t)
    s = 3.14
    for i= 1 to N do
        N= 3.14 * d*t /2
        d= 3.14* r*r
        t= 2*d
        luas= (n, d, t)
        output(luas, ""cm2"")
    endfor
endprogram"
if4908_103012400355_nomor2.jpg,clahe,28.101100206375122,0.25133689839572193,0.25133689839572193,"kamus
N, d t, luas,i: integer
rns: real
Algoritma
input(n,d,t)
5:3.14
for i= I to N do
N=3.14
*dt/2
d=3.14*r*r
t=
2
luas=(n,dt)
output(luas,
""cm2"")
endprogram
endproaram","kamus
N, d, t, luas,i: integer
rns: real
Algoritma
input(n,d,t)
s: 3.14
for i= I to N do
i=3.14
*dt/2
d=3.14*r*r
t=
2
luas=(n,dt)
output(luas,
""cm2"")
endprogram","programCake
kamus
    N, d, t: integer
    r, s: real
Algoritma 
    input(n, d, t)
    s = 3.14
    for i= 1 to N do
        N= 3.14 * d*t /2
        d= 3.14* r*r
        t= 2*d
        luas= (n, d, t)
        output(luas, ""cm2"")
    endfor
endprogram"
if4908_103012400355_nomor2.jpg,clahe_threshold,27.93826985359192,0.36363636363636365,0.3048128342245989,"tamus
N, d, t, luas,i: integer
fn5: real
Algoritma
input(n, d,+)2
513.14
for is I to N do
N = 3.14 *d
d3.14.*r
t ind
luars (n, d,t),
ouput (14m, 'emi"")
endprogram","program abc
kamus
    n,d,t,lua,s,i : integer
fn5: real
algoritma
    input(n, d, t, l)
    5=3.14
    for is i to N do
        N = 3.14 *d
        d3.14.*r
        t ind
        lua,s (n, d,t),
    output(lua,s, 'emi"")
endprogram","programCake
kamus
    N, d, t: integer
    r, s: real
Algoritma 
    input(n, d, t)
    s = 3.14
    for i= 1 to N do
        N= 3.14 * d*t /2
        d= 3.14* r*r
        t= 2*d
        luas= (n, d, t)
        output(luas, ""cm2"")
    endfor
endprogram"
if4908_103012400374_nomor2.jpg,none,14.44162631034851,0.3697478991596639,0.5126050420168067,"Kamus
n,d+integer
hasil:real
Algoritmo
input(n,d,t)
hasil+(1xd*s,1a)/2)*n)
cutput (hasil)","Kamus
n,d : integer
hasil : real
Algoritma
input(n, d, t)
hasil + ((1*d*s/2)*n)
Output:
hasil := (1 * d * s / 2) * n + (1 * d);","program Cake
kamus
    n,d,t : integer
    hasil : real
algoritma
    input(n,d,t)
    hasil<-((t*d*3,14/2)*n)
    output(hasil)
endprogram"
if4908_103012400374_nomor2.jpg,clahe,13.277318954467773,0.3277310924369748,0.33613445378151263,"Kamus
n,d,+:integer
hasil:real
Algoritma
input(n,d,t)
hasil+(1*d*s,1a)/2)^n)
output(hasil)","Kamus
n,d,t:+integer
hasil:real
Algoritma
input(n,d,t)
hasil+((1*d*s,1)/(t*2))^n)
output(hasil)","program Cake
kamus
    n,d,t : integer
    hasil : real
algoritma
    input(n,d,t)
    hasil<-((t*d*3,14/2)*n)
    output(hasil)
endprogram"
if4908_103012400374_nomor2.jpg,clahe_threshold,15.577826738357544,0.3949579831932773,0.3277310924369748,"pronrny Cuke
Kapus
n,d+:intoger
hasil srecal
Algoritmon
[nμt(m,d,1)
hasl-(+4d^s.1a)2}*n)
oulput (hasils","program Cuke
kamus
    n, d : integer
algoritma
    input(n, d)
    hasil = ((m * d / 1) + s)^l * n
    output(hasil)
endprogram","program Cake
kamus
    n,d,t : integer
    hasil : real
algoritma
    input(n,d,t)
    hasil<-((t*d*3,14/2)*n)
    output(hasil)
endprogram"
